Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2023-04-17,Sales,Travel,West,80623,32486,Card,TXN104414,-48137,-59.706287287746676
2022-05-23,Operations,Salaries,Central,24898,128426,Card,TXN104415,103528,415.8084986745924
2023-01-01,IT,Utilities,South,51001,61785,UPI,TXN104416,10784,21.144683437579655
2021-03-13,Operations,Salaries,Central,24758,89141,Bank Transfer,TXN104417,64383,260.0492770013733
2022-10-03,Operations,Infrastructure,West,58993,105620,Cash,TXN104418,46627,79.03819097181022
2023-07-29,Operations,Marketing,West,44888,33503,UPI,TXN104419,-11385,-25.3631260024951
2022-08-31,IT,Infrastructure,West,23893,121329,Bank Transfer,TXN104420,97436,407.8014481228812
2022-07-20,Operations,Travel,North,96416,160656,Card,TXN104421,64240,66.62794556920014
2021-02-23,Finance,Travel,South,127838,65626,UPI,TXN104422,-62212,-48.66471628154383
2022-06-12,Sales,Training,Central,39943,151093,UPI,TXN104423,111150,278.2715369401397
2022-09-03,Sales,Utilities,East,15306,123658,UPI,TXN104424,108352,707.905396576506
2021-07-12,HR,Training,Central,75461,150370,Cash,TXN104425,74909,99.26849630935185
2021-02-27,Marketing,Travel,West,126521,162917,Bank Transfer,TXN104426,36396,28.76676599141644
2021-05-09,Finance,Travel,East,108017,68197,Bank Transfer,TXN104427,-39820,-36.864567614357
2022-12-07,IT,Training,East,106711,116585,Cash,TXN104428,9874,9.253029209734704
2023-05-02,Marketing,Infrastructure,Central,140323,52976,Bank Transfer,TXN104429,-87347,-62.24710133050178
2021-01-08,Sales,Salaries,Central,38412,80686,Card,TXN104430,42274,110.0541497448714
2021-01-29,Operations,Marketing,Central,75326,50552,UPI,TXN104431,-24774,-32.889042296152724
2023-08-05,HR,Travel,Central,26151,50377,Bank Transfer,TXN104432,24226,92.63890482199534
2021-05-11,HR,Training,South,74690,48123,Bank Transfer,TXN104433,-26567,-35.56968804391485
2021-07-07,Sales,Travel,North,146081,101479,UPI,TXN104434,-44602,-30.532375873659134
2022-12-10,Finance,Infrastructure,North,95782,98496,Card,TXN104435,2714,2.833517779958656
2021-07-31,Marketing,Marketing,Central,59280,18837,Card,TXN104436,-40443,-68.22368421052632
2021-10-03,HR,Infrastructure,North,71818,27519,Bank Transfer,TXN104437,-44299,-61.68230805647609
2021-08-31,Sales,Salaries,Central,142417,94096,Card,TXN104438,-48321,-33.929235976042186
2023-09-14,Finance,Infrastructure,Central,137439,31307,Cash,TXN104439,-106132,-77.22116720872533
2022-11-16,Sales,Marketing,Central,132057,27640,UPI,TXN104440,-104417,-79.0696441688059
2021-06-20,Sales,Marketing,South,49900,104716,UPI,TXN104441,54816,109.85170340681363
2022-10-15,Finance,Travel,West,96562,162968,Cash,TXN104442,66406,68.7703237298316
2021-07-07,Finance,Salaries,North,39289,71001,Card,TXN104443,31712,80.71470386113161
2021-02-21,Finance,Utilities,North,95143,64615,Card,TXN104444,-30528,-32.08643830865119
2021-04-21,Sales,Travel,South,74140,122541,UPI,TXN104445,48401,65.28324790936067
2023-05-27,HR,Training,South,15097,19632,Cash,TXN104446,4535,30.03908061204213
2023-12-03,IT,Infrastructure,Central,73634,96362,Cash,TXN104447,22728,30.866175951326834
2021-07-30,IT,Infrastructure,Central,117931,29216,UPI,TXN104448,-88715,-75.22619158660572
2023-05-08,Sales,Marketing,West,34831,149196,Bank Transfer,TXN104449,114365,328.3425684017111
2022-09-19,Sales,Training,North,86145,35737,UPI,TXN104450,-50408,-58.51529398107841
2023-11-16,HR,Marketing,South,80282,169207,Bank Transfer,TXN104451,88925,110.7658005530505
2021-10-26,Finance,Training,West,72754,42839,Bank Transfer,TXN104452,-29915,-41.11801412980729
2023-07-13,Sales,Marketing,North,62563,131211,Bank Transfer,TXN104453,68648,109.7261959944376
2021-05-17,Operations,Utilities,West,26459,158585,UPI,TXN104454,132126,499.36127593635433
2023-11-10,Finance,Utilities,West,41288,143356,Cash,TXN104455,102068,247.20984305367176
2022-03-16,Sales,Travel,Central,133384,44303,Cash,TXN104456,-89081,-66.78537155880765
2021-07-30,Operations,Utilities,West,85720,47133,Cash,TXN104457,-38587,-45.01516565562296
2023-01-22,Marketing,Training,Central,113415,23298,UPI,TXN104458,-90117,-79.45774368469779
2022-03-11,HR,Marketing,North,81655,8352,UPI,TXN104459,-73303,-89.7716000244933
2023-02-19,Operations,Training,North,45162,11122,Card,TXN104460,-34040,-75.37310127983703
2022-03-15,Sales,Travel,Central,44184,13207,UPI,TXN104461,-30977,-70.10908926308166
2022-10-28,IT,Travel,East,72662,157487,Cash,TXN104462,84825,116.73914838567615
2023-12-02,Sales,Salaries,West,83379,131739,Card,TXN104463,48360,58.000215881696825
2022-02-15,IT,Utilities,North,36805,135142,UPI,TXN104464,98337,267.18380654802337
2023-03-17,HR,Infrastructure,West,18431,46593,UPI,TXN104465,28162,152.79691823558136
2022-09-02,HR,Infrastructure,East,130741,130569,UPI,TXN104466,-172,-0.13155781277487552
2022-03-03,Finance,Salaries,West,139089,130279,Card,TXN104467,-8810,-6.33407386637333
2023-06-21,Finance,Marketing,East,114618,74706,Card,TXN104468,-39912,-34.82175574517092
2023-07-31,IT,Salaries,South,38836,138309,Bank Transfer,TXN104469,99473,256.1360593263982
2023-01-12,IT,Marketing,East,112462,89041,Card,TXN104470,-23421,-20.825701125713575
2021-11-24,HR,Utilities,North,14146,144712,Cash,TXN104471,130566,922.9888307648805
2021-02-21,Operations,Utilities,Central,40762,67472,Cash,TXN104472,26710,65.52671605907463
2022-01-11,IT,Travel,Central,120402,95165,UPI,TXN104473,-25237,-20.96061527217156
2021-09-20,IT,Travel,West,80976,85361,Cash,TXN104474,4385,5.4151847460976095
2021-09-24,Operations,Travel,South,58343,34181,Cash,TXN104475,-24162,-41.413708585434414
2021-12-25,Finance,Travel,West,87804,48074,Cash,TXN104476,-39730,-45.24850804063596
2022-10-14,Finance,Infrastructure,East,130921,55030,Cash,TXN104477,-75891,-57.9670182781983
2021-02-15,IT,Travel,Central,148730,19125,Card,TXN104478,-129605,-87.14112821892019
2022-08-23,Finance,Travel,East,35191,13801,Cash,TXN104479,-21390,-60.782586456764506
2022-12-21,Finance,Travel,Central,47426,63897,UPI,TXN104480,16471,34.72989499430692
2022-08-24,Marketing,Marketing,Central,19322,56266,Card,TXN104481,36944,191.2017389504192
2022-01-16,Finance,Training,Central,32014,98183,Bank Transfer,TXN104482,66169,206.6876991316299
2021-04-28,HR,Travel,North,80891,10292,Cash,TXN104483,-70599,-87.27670569037346
2021-04-26,Sales,Salaries,East,116316,127362,Bank Transfer,TXN104484,11046,9.496543897658103
2021-09-17,IT,Travel,West,30835,22977,Bank Transfer,TXN104485,-7858,-25.484027890384304
2021-11-01,IT,Travel,South,110968,50193,UPI,TXN104486,-60775,-54.76804123711341
2021-01-07,HR,Infrastructure,West,113166,122881,Bank Transfer,TXN104487,9715,8.584733930685895
2022-01-01,Sales,Training,East,100415,102745,Cash,TXN104488,2330,2.320370462580292
2022-06-07,Sales,Travel,South,140579,101694,UPI,TXN104489,-38885,-27.660603646348314
2022-03-05,HR,Training,West,20086,36964,UPI,TXN104490,16878,84.028676690232
2023-03-02,Operations,Marketing,South,76119,66073,Card,TXN104491,-10046,-13.197756144983513
2023-01-17,Operations,Utilities,East,41860,98147,UPI,TXN104492,56287,134.4648829431438
2022-01-02,Sales,Training,Central,133246,54607,Bank Transfer,TXN104493,-78639,-59.017906728907434
2021-11-09,Operations,Training,East,59271,40577,Cash,TXN104494,-18694,-31.539876162035398
2022-06-22,Operations,Travel,North,62436,31572,Card,TXN104495,-30864,-49.433019411877765
2023-07-10,Operations,Travel,South,50676,87494,Bank Transfer,TXN104496,36818,72.65372168284789
2023-12-14,Sales,Travel,East,62406,49204,UPI,TXN104497,-13202,-21.155017145787262
2023-05-15,Operations,Infrastructure,Central,73109,65272,Cash,TXN104498,-7837,-10.719610444678494
2023-02-21,IT,Utilities,Central,140386,145017,UPI,TXN104499,4631,3.2987619848133005
2021-11-30,Marketing,Infrastructure,East,120061,105572,Card,TXN104500,-14489,-12.068032083690792
2023-03-09,Sales,Infrastructure,West,145531,29879,Card,TXN104501,-115652,-79.46897911785118
2021-12-14,HR,Infrastructure,East,97485,14319,Cash,TXN104502,-83166,-85.31158639790736
2021-09-30,Operations,Marketing,Central,126631,53245,Bank Transfer,TXN104503,-73386,-57.95263403116141
2023-08-21,Finance,Utilities,East,127984,166502,Cash,TXN104504,38518,30.095949493686714
2022-12-21,Sales,Marketing,North,64428,33791,Bank Transfer,TXN104505,-30637,-47.55230645061154
2022-05-15,HR,Marketing,West,64877,94083,Cash,TXN104506,29206,45.01749464371041
2022-11-16,Marketing,Utilities,East,41084,88195,Card,TXN104507,47111,114.66994450394314
2021-03-20,IT,Marketing,Central,141973,29658,Card,TXN104508,-112315,-79.11011248617696
2022-09-14,HR,Utilities,East,48733,71713,UPI,TXN104509,22980,47.15490530030985
2023-08-05,Operations,Training,East,111560,107835,Card,TXN104510,-3725,-3.339010397992112
2021-12-24,Finance,Training,South,113810,87975,UPI,TXN104511,-25835,-22.70011422546349
2022-09-10,Operations,Travel,East,120482,28945,Card,TXN104512,-91537,-75.97566441460135
2022-05-22,HR,Infrastructure,North,128241,108079,Card,TXN104513,-20162,-15.72196099531351
2022-07-30,Sales,Training,Central,142765,80672,UPI,TXN104514,-62093,-43.49315308373901
2021-09-01,Finance,Training,South,139612,18681,Cash,TXN104515,-120931,-86.61934504197347
2022-05-21,Finance,Marketing,East,46779,50109,Cash,TXN104516,3330,7.118578849483742
2022-02-26,HR,Utilities,West,127940,144227,Cash,TXN104517,16287,12.730186024699078
2021-08-05,Marketing,Salaries,North,11365,31789,Bank Transfer,TXN104518,20424,179.70963484381875
2023-10-06,Marketing,Marketing,North,149459,69572,Bank Transfer,TXN104519,-79887,-53.45077914344402
2021-11-26,Operations,Marketing,North,42918,37563,Card,TXN104520,-5355,-12.477282259191949
2022-10-12,HR,Utilities,South,146252,160802,Card,TXN104521,14550,9.948581899734704
2022-01-26,Finance,Salaries,East,40342,168139,Card,TXN104522,127797,316.783996827128
2022-01-16,HR,Salaries,North,129211,55358,UPI,TXN104523,-73853,-57.15689840648241
2023-01-12,Finance,Travel,East,108634,24466,Bank Transfer,TXN104524,-84168,-77.47850580849457
2023-03-31,Operations,Marketing,West,62476,58259,Bank Transfer,TXN104525,-4217,-6.7497919200973175
2022-11-04,Sales,Infrastructure,East,133769,32121,Cash,TXN104526,-101648,-75.9877101570618
2022-05-28,Sales,Training,East,54649,78010,Bank Transfer,TXN104527,23361,42.74735127815696
2023-08-07,HR,Marketing,East,129137,50884,UPI,TXN104528,-78253,-60.59688547821306
2023-07-19,Finance,Infrastructure,Central,53908,135192,UPI,TXN104529,81284,150.7828151665801
2023-07-02,Sales,Infrastructure,South,86123,8636,UPI,TXN104530,-77487,-89.97248121872205
2022-10-06,Finance,Utilities,East,44812,8799,UPI,TXN104531,-36013,-80.36463447290905
2022-03-03,Operations,Marketing,North,48413,134663,Card,TXN104532,86250,178.1546278892033
2022-05-17,HR,Utilities,Central,146082,166203,UPI,TXN104533,20121,13.77377089579825
2022-12-31,Finance,Travel,East,63142,124734,Cash,TXN104534,61592,97.54521554591238
2021-03-12,HR,Infrastructure,Central,97565,41384,UPI,TXN104535,-56181,-57.58314969507508
2022-04-23,Finance,Salaries,South,54974,159329,Bank Transfer,TXN104536,104355,189.82609961072507
2022-04-02,Marketing,Infrastructure,Central,91726,33604,UPI,TXN104537,-58122,-63.36480387240259
2021-07-08,Marketing,Travel,North,119166,53297,Cash,TXN104538,-65869,-55.27499454542403
2021-10-18,Finance,Infrastructure,East,12213,140738,Bank Transfer,TXN104539,128525,1052.3622369606157
2023-07-09,Operations,Utilities,North,84091,8037,Bank Transfer,TXN104540,-76054,-90.44249681892236
2021-10-19,HR,Marketing,West,15544,167064,Bank Transfer,TXN104541,151520,974.7812660833763
2023-01-26,IT,Salaries,Central,31137,134825,Card,TXN104542,103688,333.005748787616
2022-01-12,Finance,Utilities,Central,81124,24647,Bank Transfer,TXN104543,-56477,-69.61811547754056
2022-05-23,Finance,Training,Central,136361,135556,Card,TXN104544,-805,-0.5903447466651022
2022-06-12,Marketing,Marketing,South,49426,30911,UPI,TXN104545,-18515,-37.46004127382349
2022-07-13,Sales,Salaries,North,74588,165062,Cash,TXN104546,90474,121.29833217139485
2023-11-21,Marketing,Travel,West,145899,26137,Bank Transfer,TXN104547,-119762,-82.08555233414897
2021-09-17,HR,Infrastructure,South,103069,164209,UPI,TXN104548,61140,59.3194850051907
2022-02-25,Marketing,Salaries,South,87184,71960,Card,TXN104549,-15224,-17.461919618278582
2021-10-31,IT,Training,East,25738,60734,Card,TXN104550,34996,135.97016085165902
2023-07-31,Operations,Travel,West,89075,94076,Cash,TXN104551,5001,5.614369912994667
2023-11-29,IT,Marketing,Central,20357,126523,UPI,TXN104552,106166,521.5208527779142
2022-06-26,Operations,Salaries,Central,53779,13861,Cash,TXN104553,-39918,-74.22599899589059
2023-12-26,IT,Travel,East,69072,134009,Cash,TXN104554,64937,94.01349316655084
2021-04-18,Marketing,Marketing,Central,117191,105173,Bank Transfer,TXN104555,-12018,-10.255053715729023
2021-09-25,IT,Utilities,North,14617,106294,Bank Transfer,TXN104556,91677,627.19436272833
2021-08-10,Marketing,Infrastructure,Central,138326,39946,Cash,TXN104557,-98380,-71.1218426037043
2022-11-24,Marketing,Travel,North,52342,60255,Bank Transfer,TXN104558,7913,15.117878567880478
2021-09-12,HR,Utilities,East,20687,111056,UPI,TXN104559,90369,436.83956107700493
2021-09-10,Marketing,Training,East,147868,102376,Card,TXN104560,-45492,-30.76527713906998
2021-09-14,Sales,Training,North,69191,156501,Card,TXN104561,87310,126.1869318263936
2022-01-18,IT,Marketing,Central,49801,147087,Bank Transfer,TXN104562,97286,195.34949097407684
2022-03-18,Finance,Salaries,East,16747,60009,UPI,TXN104563,43262,258.3268645130471
2022-08-22,Finance,Infrastructure,East,17936,41870,Bank Transfer,TXN104564,23934,133.44112399643174
2022-01-25,Finance,Marketing,North,92678,48071,UPI,TXN104565,-44607,-48.131163814497505
2022-08-05,Sales,Travel,East,125129,68079,Card,TXN104566,-57050,-45.592948077583934
2023-12-04,Marketing,Infrastructure,Central,23097,128690,UPI,TXN104567,105593,457.1719270900982
2022-08-21,IT,Utilities,East,147300,32962,Card,TXN104568,-114338,-77.62253903598099
2021-01-19,Operations,Infrastructure,North,70832,91532,Bank Transfer,TXN104569,20700,29.224079512084934
2022-08-30,Operations,Utilities,Central,66868,58717,UPI,TXN104570,-8151,-12.189687144822637
2021-02-02,HR,Marketing,West,24141,157656,Bank Transfer,TXN104571,133515,553.0632533863551
2023-05-12,Sales,Salaries,North,121133,61156,Cash,TXN104572,-59977,-49.51334483584159
2021-06-04,IT,Training,West,77409,62962,Cash,TXN104573,-14447,-18.66320453694015
2023-06-24,Marketing,Infrastructure,East,149030,153894,Bank Transfer,TXN104574,4864,3.2637723948198345
2022-02-09,Finance,Salaries,Central,17489,93703,Card,TXN104575,76214,435.7824918520213
2023-04-24,Sales,Salaries,East,149418,56101,UPI,TXN104576,-93317,-62.45365350894805
2023-01-17,Sales,Training,Central,135871,106944,Bank Transfer,TXN104577,-28927,-21.29004717710181
2021-09-28,IT,Infrastructure,South,53235,28470,Card,TXN104578,-24765,-46.52014652014652
2023-02-09,Marketing,Infrastructure,East,49428,117491,UPI,TXN104579,68063,137.7013029052359
2021-06-21,HR,Salaries,East,139664,100350,Bank Transfer,TXN104580,-39314,-28.148986138160154
2021-10-01,Marketing,Travel,East,120665,42867,Bank Transfer,TXN104581,-77798,-64.47437119297228
2021-09-16,HR,Travel,North,28796,149906,Card,TXN104582,121110,420.57924711765526
2022-02-26,HR,Infrastructure,Central,65776,133268,UPI,TXN104583,67492,102.60885429335929
2021-12-30,Finance,Salaries,Central,126429,88396,UPI,TXN104584,-38033,-30.082496895490753
2022-01-13,Finance,Salaries,Central,78696,85813,Card,TXN104585,7117,9.043661685473213
2022-08-03,IT,Marketing,North,144443,95709,Bank Transfer,TXN104586,-48734,-33.73926046952777
2023-06-10,Marketing,Salaries,Central,69435,142821,Card,TXN104587,73386,105.6902138690862
2022-12-23,HR,Training,East,52020,12746,Card,TXN104588,-39274,-75.49788542868127
2023-05-31,IT,Travel,West,46119,66778,Bank Transfer,TXN104589,20659,44.7949868817624
2022-08-28,HR,Marketing,South,108764,129883,UPI,TXN104590,21119,19.417270420359678
2021-01-22,Sales,Training,Central,77653,112806,Cash,TXN104591,35153,45.269339239952096
2022-01-18,Operations,Travel,North,138718,50399,Cash,TXN104592,-88319,-63.668017128274634
2021-05-14,Operations,Training,North,42839,110581,Card,TXN104593,67742,158.13160904783027
2023-11-15,HR,Utilities,Central,81887,35544,UPI,TXN104594,-46343,-56.59384273449998
2022-05-18,IT,Infrastructure,West,141778,111191,Bank Transfer,TXN104595,-30587,-21.57386900647491
2021-05-24,Finance,Utilities,Central,25660,86490,UPI,TXN104596,60830,237.06157443491819
2021-08-12,Marketing,Infrastructure,North,72323,152085,Card,TXN104597,79762,110.28580119740607
2021-08-08,HR,Travel,South,143870,69508,UPI,TXN104598,-74362,-51.686939598248415
2021-06-28,HR,Travel,West,51113,16668,UPI,TXN104599,-34445,-67.3899008080136
2022-03-09,Marketing,Utilities,Central,96991,135300,Bank Transfer,TXN104600,38309,39.497479147549775
2021-09-22,Finance,Training,South,78847,132198,Cash,TXN104601,53351,67.66395677704922
2023-08-12,HR,Infrastructure,Central,61026,29712,UPI,TXN104602,-31314,-51.312555304296524
2022-03-05,Sales,Infrastructure,West,139349,13194,UPI,TXN104603,-126155,-90.53168662853697
2022-02-20,Finance,Marketing,North,58974,38549,Cash,TXN104604,-20425,-34.63390646725676
2022-12-28,Sales,Salaries,West,27955,55390,UPI,TXN104605,27435,98.13986764442855
2021-07-16,Operations,Training,East,105847,13350,UPI,TXN104606,-92497,-87.38745547819022
2023-12-13,Marketing,Training,Central,94357,144768,UPI,TXN104607,50411,53.425818964146806
2022-04-25,Finance,Marketing,South,71799,105550,Cash,TXN104608,33751,47.00761849050822
2023-06-09,Finance,Travel,South,125269,50248,Card,TXN104609,-75021,-59.88792119359139
2023-07-14,IT,Utilities,West,126942,106572,Cash,TXN104610,-20370,-16.046698492224795
2021-05-03,IT,Training,West,108904,125623,Cash,TXN104611,16719,15.352053184456036
2023-02-17,Marketing,Infrastructure,West,149778,33597,Card,TXN104612,-116181,-77.56880182670352
2021-12-14,Finance,Marketing,South,73409,106393,Bank Transfer,TXN104613,32984,44.93182034900352
2021-01-29,Operations,Utilities,North,27193,42693,Cash,TXN104614,15500,56.99996322583017
2023-09-02,HR,Utilities,South,140413,168103,UPI,TXN104615,27690,19.72039625960559
